,entry_count,positive_count,negative_count,correctly_guessed,positive_guess_count,negative_guess_count
Q6ZMS4,51,0,51,29,22,29
Q70Z35,131,5,126,83,53,78
Q7Z3B0,2,0,2,2,0,2
Q8IV31,18,3,15,11,8,10
Q8IYS2,37,0,37,26,11,26
Q8IZS8,72,1,71,49,24,48
Q8N9C0,66,2,64,30,38,28
Q8NGD2,28,0,28,26,2,26
Q8NGP6,24,1,23,20,5,19
Q8WYN0,25,2,23,17,6,19
Q92546,38,0,38,27,11,27
Q92913,25,3,22,15,13,12
Q969V1,21,0,21,18,3,18
Q96BA8,52,3,49,28,27,25
Q96CP2,15,6,9,8,13,2
Q96F45,101,13,88,51,63,38
Q96GP6,78,17,61,45,48,30
Q96GR2,44,5,39,24,25,19
Q96KX1,7,0,7,5,2,5
Q96P69,27,2,25,14,13,14
Q96PY6,132,26,106,71,65,67
Q96QK1,53,8,45,33,26,27
Q96RM1,3,0,3,2,1,2
Q96S15,69,7,62,42,28,41
Q96S53,57,9,48,25,41,16
Q99576,15,2,13,10,7,8
Q99674,11,0,11,4,7,4
Q99828,20,2,18,6,16,4
Q99969,5,0,5,3,2,3
Q9BT09,25,5,20,12,18,7
Q9BTE3,58,12,46,41,19,39
Q9BVL4,40,1,39,22,19,21
Q9BW30,13,2,11,6,7,6
Q9BXY5,37,0,37,26,11,26
Q9BYT9,66,1,65,47,20,46
Q9GZL7,51,4,47,30,25,26
Q9H061,10,0,10,5,5,5
Q9H3U7,33,0,33,19,14,19
Q9H4I0,49,1,48,27,23,26
Q9H6D7,19,0,19,13,6,13
Q9HB90,43,9,34,28,22,21
Q9NVV9,8,0,8,3,5,3
Q9P2E2,85,3,82,48,38,47
Q9P2G3,43,0,43,27,16,27
Q9P2J3,36,1,35,26,11,25
Q9UGL1,117,12,105,70,51,66
Q9UKA8,20,3,17,13,10,10
Q9UKU0,36,2,34,17,21,15
Q9Y2T5,34,0,34,29,5,29
A0A024RCN7,8,0,8,5,3,5
A0A6Q8PFC9,5,0,5,2,3,2
A0A994J3T1,6,0,6,1,5,1
A6NMS3,19,0,19,15,4,15
A6NN92,8,0,8,6,2,6
A6NNZ2,27,0,27,14,13,14
A7E2V4,203,20,183,113,102,101
B2RU33,44,0,44,24,20,24
O43196,62,0,62,39,23,39
O43747,64,5,59,43,26,38
O60575,4,0,4,3,1,3
O75394,3,0,3,1,2,1
O75815,98,29,69,51,52,46
O76082,42,0,42,34,8,34
O95837,21,0,21,10,11,10
P02774,43,1,42,30,14,29
P05156,34,0,34,19,15,19
P08493,8,3,5,3,2,6
P0DP58,5,0,5,5,0,5
P24928,270,47,223,114,177,93
P26998,21,2,19,14,7,14
P30520,14,0,14,8,6,8
P30622,166,44,122,84,90,76
P31358,9,0,9,6,3,6
P35398,47,0,47,21,26,21
P35575,29,0,29,23,6,23
P35659,68,29,39,34,43,25
P38398,297,75,222,152,162,135
P47712,79,18,61,46,39,40
P57105,9,2,7,3,8,1
P59538,23,0,23,16,7,16
P60520,8,1,7,6,1,7
P61619,35,1,34,29,7,28
P61970,9,1,8,7,3,6
Q01524,8,0,8,7,1,7
Q07092,80,5,75,51,32,48
Q07960,33,8,25,18,19,14
Q10981,15,0,15,10,5,10
Q13478,39,0,39,27,12,27
Q14246,85,1,84,65,19,66
Q15072,25,2,23,16,11,14
Q15722,35,5,30,23,15,20
Q15835,32,2,30,17,17,15
Q2M389,76,4,72,44,36,40
Q32M88,58,3,55,34,27,31
Q5BKU9,7,0,7,4,3,4
Q5FWE3,102,18,84,51,65,37
Q5GAN3,12,0,12,11,1,11
Q5JWF8,15,0,15,10,5,10
Q5T442,22,1,21,10,13,9
Q5W0A0,41,0,41,23,18,23
Q5XX13,87,1,86,50,36,51
Q687X5,30,1,29,19,12,18
Q68G74,34,0,34,17,17,17
Q6B0K9,5,0,5,5,0,5
Q6IC98,44,6,38,22,24,20
Q6N043,141,14,127,78,67,74
Q6PIJ6,116,19,97,65,50,66
Q6XQN6,37,4,33,22,19,18
Q6ZMV9,68,0,68,38,30,38
Q7KYR7,37,0,37,21,16,21
Q7L273,28,2,26,13,17,11
Q7Z6Z6,29,0,29,21,8,21
Q86SH4,8,0,8,6,2,6
Q86U90,27,6,21,17,14,13
Q86WA8,46,3,43,21,26,20
Q8N0Z2,29,3,26,9,21,8
Q8N292,11,1,10,9,3,8
Q8N8J6,46,3,43,30,17,29
Q8N8R7,14,1,13,8,7,7
Q8NAV2,32,1,31,12,21,11
Q8NEG0,16,0,16,9,7,9
Q8TAF3,51,8,43,29,30,21
Q8WU39,11,0,11,3,8,3
Q8WUA7,55,15,40,26,28,27
Q8WVM0,17,1,16,8,10,7
Q8WW38,128,12,116,72,68,60
Q8WXC6,1,0,1,1,0,1
Q92618,117,10,107,60,55,62
Q969W0,3,0,3,2,1,2
Q9BSJ1,30,0,30,22,8,22
Q9BWT7,87,10,77,54,41,46
Q9BXY4,22,4,18,13,13,9
Q9H3M7,41,8,33,21,20,21
Q9H8G2,59,15,44,32,34,25
Q9H9L7,17,2,15,13,6,11
Q9HBJ0,23,0,23,19,4,19
Q9HBT7,54,0,54,34,20,34
Q9NP81,26,1,25,14,11,15
Q9NSB2,55,2,53,37,18,37
Q9NXB9,20,0,20,16,4,16
Q9NY35,21,1,20,16,6,15
Q9NYP7,21,3,18,16,8,13
Q9NZI7,57,6,51,27,34,23
Q9UBX5,26,0,26,16,10,16
Q9UNL2,22,4,18,15,11,11
Q9Y2K9,128,9,119,69,68,60
Q9Y6C7,5,0,5,3,2,3
Q9Y6Q5,40,3,37,23,18,22
A0A1B0GUS0,16,0,16,10,6,10
A0A1W2PR95,23,0,23,16,7,16
A6NEY8,4,0,4,2,2,2
A8MTY7,19,0,19,19,0,19
A8MX76,45,0,45,27,18,27
A8MZH6,5,0,5,3,2,3
O00268,84,14,70,53,43,41
O60829,3,0,3,1,2,1
O75106,56,0,56,42,14,42
O75360,21,0,21,15,6,15
O75461,20,1,19,9,12,8
O75628,35,6,29,15,24,11
O75888,22,2,20,17,7,15
O95007,22,0,22,19,3,19
O95243,71,14,57,37,36,35
O95461,49,0,49,27,22,27
P01767,14,0,14,10,4,10
P03951,53,2,51,32,23,30
P12111,229,13,216,133,107,122
P12270,265,67,198,144,128,137
P15259,14,5,9,5,14,0
P19113,59,2,57,33,26,33
P22415,27,3,24,19,11,16
P23297,3,0,3,2,1,2
P30679,26,2,24,16,8,18
P31431,17,1,16,9,7,10
P41567,1,0,1,1,0,1
P47813,5,2,3,3,4,1
P48051,32,1,31,19,14,18
P48960,74,3,71,47,28,46
P51617,79,11,68,47,37,42
P51671,5,0,5,1,4,1
P57058,62,2,60,24,38,24
P62899,5,2,3,3,4,1
P62906,9,0,9,3,6,3
P84098,12,5,7,6,11,1
Q04900,21,0,21,18,3,18
Q13619,50,8,42,22,28,22
Q15427,22,1,21,15,8,14
Q2Q1W2,69,2,67,41,30,39
Q5MAI5,19,0,19,10,9,10
Q5SY85,7,0,7,5,2,5
Q5T2S8,72,0,72,44,28,44
Q6P3S6,95,15,80,47,51,44
Q6UXD7,45,0,45,28,17,28
Q6UXI9,30,0,30,24,6,24
Q6ZMD2,39,0,39,30,9,30
Q7RTU1,18,0,18,10,8,10
Q7Z4W2,7,0,7,6,1,6
Q8IX05,17,1,16,11,7,10
Q8IZT8,14,0,14,9,5,9
Q8N196,51,0,51,32,19,32
Q8N568,101,18,83,50,69,32
Q8N6Q1,15,1,14,7,9,6
Q8N8Q3,20,2,18,15,7,13
Q8NA66,36,1,35,25,10,26
Q8NH56,21,0,21,16,5,16
Q8NI17,60,0,60,42,18,42
Q8TC20,66,1,65,33,34,32
Q8WVK7,9,1,8,2,8,1
Q8WWX8,54,0,54,45,9,45
Q96AH8,13,0,13,7,6,7
Q96AX1,31,0,31,24,7,24
Q96EY1,39,2,37,16,23,16
Q96RJ3,10,0,10,3,7,3
Q99728,105,19,86,56,56,49
Q9BPX6,27,0,27,19,8,19
Q9BRP1,25,2,23,16,11,14
Q9BSM1,18,3,15,10,11,7
Q9BT56,8,0,8,2,6,2
Q9BTP6,7,0,7,4,3,4
Q9BU23,48,5,43,31,22,26
Q9BZ67,49,12,37,27,30,19
Q9BZA7,117,2,115,82,35,82
Q9C026,54,3,51,28,27,27
Q9C0J8,79,14,65,41,46,33
Q9H1N7,31,1,30,22,10,21
Q9H4B7,33,2,31,23,12,21
Q9H598,33,1,32,23,11,22
Q9HAR2,128,4,124,78,54,74
Q9NQV7,67,2,65,37,32,35
Q9NRL3,78,13,65,49,42,36
Q9NVG8,28,7,21,16,17,11
Q9NZP2,23,0,23,20,3,20
Q9P0S2,7,1,6,5,3,4
Q9P2K8,144,16,128,78,76,68
Q9P2N6,130,21,109,72,75,55
Q9UBH0,11,0,11,6,5,6
Q9UBY0,71,8,63,35,44,27
Q9UJP4,36,0,36,21,15,21
Q9ULC3,20,5,15,10,15,5
Q9UN88,57,0,57,36,21,36
Q9UQQ1,63,0,63,38,25,38
Q9Y2Y1,3,0,3,1,2,1
Q9Y5G5,78,0,78,49,29,49
Q9Y5J3,41,6,35,22,23,18
Q9Y689,10,0,10,6,4,6
Q9Y6V7,19,1,18,10,10,9
A0A0A0MRZ7,17,0,17,15,2,15
A0A0B4J263,9,0,9,5,4,5
A2RRL7,11,0,11,8,3,8
A6NHA9,14,0,14,11,3,11
C0HLZ6,4,0,4,1,3,1
H0Y354,10,0,10,9,1,9
O00214,22,0,22,14,8,14
O14896,40,10,30,27,19,21
O43298,50,4,46,27,25,25
O95157,21,1,20,11,11,10
O95295,7,3,4,4,4,3
O95568,38,6,32,15,27,11
O95832,11,0,11,9,2,9
P02654,7,0,7,4,3,4
P02760,19,1,18,12,8,11
P04440,12,0,12,7,5,7
P08651,86,31,55,47,40,46
P09919,16,0,16,12,4,12
P0CL80,3,0,3,2,1,2
P0DKV0,141,1,140,115,27,114
P11597,47,2,45,31,18,29
P12109,58,5,53,30,29,29
P22362,7,0,7,5,2,5
P25874,20,1,19,11,10,10
P26447,10,3,7,6,7,3
P27539,19,1,18,10,10,9
P29374,166,40,126,94,86,80
P32243,40,1,39,32,9,31
P43115,35,0,35,28,7,28
P54646,65,18,47,36,41,24
P55795,50,13,37,25,34,16
P60903,2,0,2,2,0,2
Q02742,30,0,30,15,15,15
Q08495,85,36,49,42,55,30
Q14210,15,0,15,12,3,12
Q14CN2,78,0,78,49,29,49
Q15629,26,4,22,18,6,20
Q16518,27,1,26,20,8,19
Q2M3D2,25,1,24,11,15,10
Q4LEZ3,7,0,7,2,5,2
Q587J8,14,0,14,5,9,5
Q5JQC4,13,0,13,8,5,8
Q5JTB6,5,0,5,3,2,3
Q5SQN1,49,3,46,26,26,23
Q5U4N7,42,4,38,19,27,15
Q5VT97,139,20,119,64,95,44
Q5VT98,25,0,25,17,8,17
Q68D42,23,0,23,13,10,13
Q6IF99,30,0,30,25,5,25
Q6VAB6,83,7,76,42,46,37
Q7L0Q8,16,0,16,14,2,14
Q7Z2W9,17,1,16,8,10,7
Q7Z3H4,34,0,34,23,11,23
Q7Z553,67,0,67,41,26,41
Q86TB3,253,6,247,140,119,134
Q86XS5,30,0,30,16,14,16
Q8IV35,55,0,55,38,17,38
Q8IWT0,7,0,7,4,3,4
Q8IXK0,104,9,95,62,45,59
Q8N1N4,57,3,54,28,32,25
Q8N6F1,17,0,17,12,5,12
Q8N7F7,9,0,9,3,6,3
Q8NA47,32,2,30,17,17,15
Q8NDZ0,96,0,96,62,34,62
Q8NHV4,124,37,87,72,51,73
Q8WUZ0,21,8,13,8,17,4
Q8WVK2,29,10,19,13,20,9
Q8WXA2,5,0,5,3,2,3
Q8WYR1,105,11,94,60,50,55
Q92616,225,22,203,130,87,138
Q969Z0,51,3,48,32,20,31
Q96BV0,34,1,33,19,16,18
Q96DM1,47,2,45,24,25,22
Q96DZ5,39,6,33,20,25,14
Q96JA1,110,6,104,72,44,66
Q96K76,156,28,128,81,77,79
Q96S97,32,7,25,23,8,24
Q99726,31,0,31,22,9,22
Q9BQ95,18,0,18,8,10,8
Q9BX46,5,0,5,5,0,5
Q9BYU5,8,0,8,8,0,8
Q9H1P3,37,6,31,25,18,19
Q9H237,35,2,33,25,10,25
Q9H2A2,46,3,43,28,21,25
Q9H2B2,36,2,34,18,20,16
Q9H4G1,11,2,9,7,6,5
Q9H649,29,3,26,20,12,17
Q9H6Y2,34,5,29,22,13,21
Q9H832,30,5,25,22,5,25
Q9HCR9,83,5,78,44,44,39
Q9NPH0,28,4,24,16,16,12
Q9NUG4,55,4,51,31,28,27
Q9NV12,9,0,9,8,1,8
Q9NYQ6,234,14,220,138,106,128
Q9NYU2,118,8,110,77,39,79
Q9UIF3,19,1,18,8,12,7
Q9UJK0,26,8,18,14,14,12
Q9UNE0,46,6,40,30,16,30
Q9Y3M8,123,21,102,72,70,53
Q9Y573,41,1,40,28,14,27
A0A075B7E8,14,0,14,12,2,12
A0A087WZ39,7,0,7,7,0,7
A0A0B4J262,13,0,13,9,4,9
A0A0C4DH43,12,0,12,10,2,10
A0A0C4DH59,9,0,9,5,4,5
A8MTJ3,23,2,21,13,12,11
A8MXJ8,42,1,41,33,10,32
F2Z333,8,0,8,7,1,7
H0YL14,5,0,5,3,2,3
O00571,114,41,73,56,67,47
O00635,33,1,32,24,10,23
O14746,80,6,74,45,35,45
O14770,42,0,42,21,21,21
O14843,26,0,26,18,8,18
O95671,46,11,35,23,22,24
P01611,18,0,18,16,2,16
P0DMW3,5,0,5,4,1,4
P0DTA3,18,0,18,10,8,10
P11413,27,4,23,12,15,12
P17017,65,9,56,45,25,40
P17861,22,3,19,12,13,9
P27352,40,0,40,29,11,29
P45378,10,3,7,4,9,1
P45452,29,0,29,23,6,23
P47870,33,1,32,20,14,19
P48050,26,0,26,18,8,18
P49916,95,18,77,53,56,39
P55107,27,1,26,17,11,16
P55786,66,12,54,38,36,30
P60153,5,0,5,3,2,3
P78310,50,12,38,30,32,18
P78318,26,3,23,12,15,11
P80404,30,0,30,18,12,18
Q12882,79,7,72,44,40,39
Q13530,56,3,53,44,15,41
Q14832,66,0,66,45,21,45
Q15038,7,0,7,6,1,6
Q16099,71,3,68,52,22,49
Q2HXU8,30,0,30,20,10,20
Q2M2Z5,102,19,83,54,53,49
Q2TAA8,33,0,33,20,13,20
Q3B7T3,29,0,29,17,12,17
Q5JU85,175,20,155,87,106,69
Q5T0J3,15,0,15,9,6,9
Q5T0Z8,150,40,110,75,109,41
Q5VUY2,23,0,23,14,9,14
Q5VYM1,138,4,134,84,58,80
Q6AZZ1,29,0,29,20,9,20
Q6IN84,29,0,29,16,13,16
Q6L9W6,67,2,65,43,26,41
Q6N069,47,1,46,30,18,29
Q6UXE8,35,0,35,26,9,26
Q6ZRS4,114,0,114,73,41,73
Q7Z3Z0,34,1,33,22,13,21
Q86U10,29,0,29,17,12,17
Q8N3Z3,17,1,16,10,8,9
Q8N5J2,32,3,29,21,14,18
Q8NBW4,49,7,42,32,24,25
Q8NET8,46,1,45,28,19,27
Q8NGE8,24,0,24,20,4,20
Q8NGJ9,23,0,23,18,5,18
Q8NGL3,25,0,25,22,3,22
Q8NI51,52,6,46,28,26,26
Q8TAF5,11,0,11,7,4,7
Q8TD22,23,0,23,14,9,14
Q8TD57,266,3,263,168,101,165
Q8TE04,40,4,36,20,24,16
Q92563,34,1,33,21,14,20
Q96A58,9,0,9,3,6,3
Q96BK5,29,6,23,16,15,14
Q96DA2,12,1,11,5,8,4
Q96EM0,17,0,17,9,8,9
Q96G25,24,2,22,16,10,14
Q96J77,11,0,11,8,3,8
Q96LT6,22,0,22,18,4,18
Q96P15,36,2,34,23,15,21
Q96PP4,29,4,25,17,12,17
Q99614,35,11,24,18,22,13
Q9BSN7,14,1,13,10,5,9
Q9BUN8,11,2,9,8,5,6
Q9BXA6,14,0,14,5,9,5
Q9BZV1,27,5,22,14,14,13
Q9C093,104,2,102,53,53,51
Q9H819,18,1,17,12,7,11
Q9H845,44,6,38,21,29,15
Q9HAU8,56,0,56,41,15,41
Q9NP92,17,0,17,9,8,9
Q9NS15,95,4,91,59,38,57
Q9UBX8,18,0,18,16,2,16
Q9UIL8,20,2,18,10,10,10
Q9UIW0,33,0,33,10,23,10
Q9UJ98,110,4,106,62,52,58
Q9UK45,5,1,4,3,3,2
Q9UK80,58,7,51,26,37,21
Q9UKF7,25,0,25,11,14,11
Q9ULW8,35,0,35,18,17,18
Q9Y3C7,1,0,1,1,0,1
Q9Y4K1,250,55,195,136,129,121
Q9Y6D5,172,36,136,101,101,71
A0A1B0GX68,9,0,9,8,1,8
A0A8I5KY20,13,0,13,7,6,7
A1A4Y4,14,0,14,7,7,7
A6NNT2,76,0,76,51,25,51
A8MW95,23,0,23,13,10,13
A8MXT2,33,0,33,21,12,21
O14944,11,0,11,10,1,10
O14974,180,62,118,100,92,88
O15111,65,4,61,41,22,43
O43603,27,1,26,14,12,15
O60733,47,0,47,31,16,31
O75110,73,1,72,45,29,44
O75674,42,5,37,32,13,29
O75808,97,9,88,60,46,51
O75845,19,1,18,13,7,12
O95196,48,3,45,32,17,31
O95466,83,12,71,38,49,34
P05538,14,0,14,7,7,7
P05546,29,1,28,20,8,21
P07307,26,2,24,18,8,18
P0C626,20,0,20,19,1,19
P0CF51,8,0,8,5,3,5
P11230,39,0,39,28,11,28
P19827,64,2,62,38,26,38
P21397,24,2,22,14,12,12
P31269,19,2,17,8,13,6
P33981,120,34,86,64,60,60
P46379,108,18,90,56,56,52
P49411,15,3,12,9,7,8
P51157,11,0,11,10,1,10
P61578,9,0,9,8,1,8
P82279,123,0,123,96,27,96
Q04726,121,34,87,68,75,46
Q12891,30,0,30,24,6,24
Q13207,73,16,57,35,50,23
Q13884,64,18,46,41,21,43
Q14376,16,1,15,9,8,8
Q14691,10,0,10,4,6,4
Q15124,47,7,40,29,25,22
Q15391,33,1,32,26,8,25
Q15651,10,4,6,5,1,9
Q16881,28,1,27,15,12,16
Q17R98,154,12,142,73,87,67
Q1AE95,28,3,25,15,16,12
Q49AM1,26,1,25,19,8,18
Q5SWL8,36,0,36,16,20,16
Q5VZV1,17,0,17,10,7,10
Q6DHV5,119,0,119,75,44,75
Q6MZM9,7,0,7,4,3,4
Q6NUS8,37,0,37,22,15,22
Q6NVV3,40,0,40,33,7,33
Q6P2H3,98,16,82,51,45,53
Q6TCH7,24,0,24,20,4,20
Q6VVX0,28,0,28,14,14,14
Q6ZT12,161,9,152,100,70,91
Q7RTR0,69,2,67,43,28,41
Q7Z3B4,33,5,28,16,22,11
Q86UR1,28,6,22,16,16,12
Q8IY57,35,10,25,20,21,14
Q8IZU3,13,0,13,7,6,7
Q8N6V4,1,0,1,0,1,0
Q8N766,89,2,87,56,35,54
Q8NCJ5,31,3,28,14,18,13
Q8NFQ8,65,16,49,31,38,27
Q8NFX7,16,1,15,11,6,10
Q8TCD5,7,2,5,5,4,3
Q8TEJ3,105,11,94,57,49,56
Q8WTP9,5,0,5,3,2,3
Q8WUD1,22,5,17,8,19,3
Q8WUK0,9,0,9,6,3,6
Q969G9,47,4,43,20,31,16
Q96AA8,40,1,39,24,17,23
Q96DE5,11,1,10,6,4,7
Q96GM8,42,4,38,23,17,25
Q96KC8,39,8,31,22,19,20
Q96M11,27,4,23,17,14,13
Q96NC0,6,1,5,5,2,4
Q96PH1,55,1,54,34,22,33
Q96Q40,35,0,35,21,14,21
Q96R45,17,0,17,14,3,14
Q99706,38,0,38,28,10,28
Q9BPY8,3,0,3,1,2,1
Q9BXT4,89,0,89,53,36,53
Q9H0U3,21,1,20,15,7,14
Q9H2A9,29,0,29,19,10,19
Q9H7R0,48,0,48,34,14,34
Q9H8G1,36,1,35,24,13,23
Q9HAW8,36,1,35,35,2,34
Q9HC62,56,5,51,24,35,21
Q9NPC3,31,4,27,21,14,17
Q9NRG7,14,0,14,9,5,9
Q9NT62,6,0,6,3,3,3
Q9NWU1,37,3,34,19,19,18
Q9NX01,12,2,10,8,4,8
Q9NYR9,18,2,16,10,10,8
Q9NZI8,40,5,35,21,20,20
Q9P2D1,279,43,236,154,142,137
Q9Y3A5,11,2,9,5,8,3
A0A0B4J279,14,0,14,9,5,9
A0A0K0K1A3,9,0,9,5,4,5
A0A140TA67,19,0,19,19,0,19
A0A1W2PRN6,11,0,11,7,4,7
A6NHR9,138,14,124,82,66,72
A6NIZ1,8,0,8,5,3,5
B7Z3J9,7,0,7,4,3,4
H3BQL2,43,0,43,28,15,28
O00116,47,6,41,27,20,27
O00159,85,19,66,51,31,54
O14578,170,13,157,89,94,76
O60662,39,0,39,27,12,27
O60930,18,3,15,9,12,6
O75346,28,0,28,16,12,16
O75398,44,5,39,28,21,23
O75746,41,2,39,18,25,16
O75884,8,1,7,6,3,5
O95167,5,1,4,2,4,1
O95861,18,3,15,8,13,5
O95931,19,4,15,11,12,7
P00390,32,1,31,14,17,15
P04035,78,8,70,49,35,43
P04629,52,0,52,42,10,42
P06702,4,1,3,1,4,0
P10155,30,3,27,22,7,23
P11465,32,0,32,17,15,17
P12271,14,0,14,5,9,5
P17405,43,3,40,30,16,27
P22695,43,5,38,27,21,22
P25092,70,1,69,51,20,50
P31213,12,0,12,10,2,10
P46013,443,165,278,217,277,166
P49368,47,15,32,26,34,13
P49450,15,6,9,7,14,1
P50991,57,17,40,28,40,17
P51178,64,7,57,33,36,28
P52758,11,4,7,7,6,5
P52849,60,2,58,46,14,46
P54108,18,1,17,13,6,12
P57081,41,1,40,24,18,23
P61978,52,22,30,28,32,20
P78316,70,11,59,34,45,25
Q12894,47,3,44,29,21,26
Q13163,40,8,32,26,12,28
Q13233,214,34,180,115,131,83
Q13496,58,9,49,35,30,28
Q14997,123,7,116,77,45,78
Q15649,11,4,7,7,6,5
Q16659,75,15,60,44,38,37
Q3LHN1,4,0,4,3,1,3
Q5HYW3,29,0,29,15,14,15
Q5JSZ5,360,89,271,176,213,147
Q5TAB7,7,0,7,3,4,3
Q6NYC1,45,5,40,25,23,22
Q6PJP8,121,11,110,71,53,68
Q6T423,33,0,33,20,13,20
Q6UY14,102,0,102,62,40,62
Q6ZUS6,38,0,38,15,23,15
Q7L5Y1,19,1,18,12,6,13
Q7Z7H8,13,0,13,10,3,10
Q7Z7K6,35,12,23,15,24,11
Q86XR8,58,11,47,33,36,22
Q86Y30,8,0,8,7,1,7
Q8IYA8,64,1,63,29,36,28
Q8IZT6,311,79,232,157,165,146
Q8N122,130,21,109,78,59,71
Q8NET4,222,4,218,144,76,146
Q8TBJ5,28,0,28,16,12,16
Q8TEQ0,103,22,81,63,40,63
Q8WU43,6,0,6,3,3,3
Q92731,59,5,54,40,16,43
Q92915,18,0,18,8,10,8
Q93091,9,0,9,8,1,8
Q96BU1,58,5,53,34,29,29
Q96LL9,20,3,17,9,14,6
Q96PB7,36,1,35,24,11,25
Q99447,25,9,16,12,18,7
Q9BSG0,10,0,10,6,4,6
Q9BSJ2,65,2,63,39,28,37
Q9BUR4,74,15,59,45,34,40
Q9BXT5,337,5,332,204,136,201
Q9BZ95,161,26,135,88,97,64
Q9H2J4,13,3,10,5,11,2
Q9H6E4,13,1,12,8,4,9
Q9HBW0,28,2,26,20,10,18
Q9NVC3,30,3,27,20,13,17
Q9NXA8,18,1,17,8,11,7
Q9NY56,4,0,4,2,2,2
Q9NZH7,13,0,13,5,8,5
Q9NZP6,147,0,147,88,59,88
Q9P2N4,157,0,157,97,60,97
Q9UF56,54,1,53,33,22,32
Q9UJ71,28,0,28,16,12,16
Q9UJS0,37,3,34,17,23,14
Q9UL52,30,0,30,22,8,22
Q9Y3D7,14,4,10,5,11,3
Q9Y4I5,40,3,37,24,19,21
Q9Y561,83,6,77,50,39,44
Q9Y5F1,74,1,73,58,17,57
Q9Y618,350,108,242,185,263,87
A0A075B6I7,18,0,18,8,10,8
A0A075B6V5,13,0,13,9,4,9
A0A5B0,6,0,6,4,2,4
A6NCQ9,25,0,25,8,17,8
A6NDS4,36,0,36,29,7,29
A6NIJ9,27,0,27,24,3,24
A8MYZ0,39,0,39,22,17,22
B1AL46,74,0,74,42,32,42
E7ETH6,41,0,41,23,18,23
O00481,38,1,37,28,11,27
O00570,26,0,26,21,5,21
O60784,51,15,36,30,24,27
O75840,31,0,31,17,14,17
O94910,123,15,108,75,61,62
P02649,15,3,12,8,10,5
P08047,112,20,92,75,35,77
P09382,7,3,4,4,6,1
P09430,7,2,5,5,2,5
P0CAP2,47,8,39,23,28,19
P11169,36,3,33,29,8,28
P11226,16,1,15,10,7,9
P14222,37,0,37,24,13,24
P15374,18,5,13,10,11,7
P15502,15,0,15,5,10,5
P18577,32,0,32,27,5,27
P22083,38,0,38,19,19,19
P23468,134,3,131,84,51,83
P28328,16,0,16,8,8,8
P30046,11,2,9,7,4,7
P40429,4,1,3,2,3,1
P46020,113,17,96,72,48,65
P46782,15,5,10,8,12,3
P47211,29,0,29,17,12,17
P52272,56,24,32,27,45,11
P52744,17,0,17,8,9,8
P52951,33,0,33,20,13,20
P56378,1,0,1,0,1,0
Q13162,15,2,13,10,7,8
Q13951,7,0,7,3,4,3
Q14576,29,2,27,12,19,10
Q15056,32,13,19,15,24,8
Q17RQ9,36,2,34,22,16,20
Q17RR3,31,0,31,17,14,17
Q5JTC6,133,14,119,74,65,68
Q5MY95,37,0,37,30,7,30
Q6AWC2,157,14,143,88,79,78
Q6MZZ7,55,5,50,31,27,28
Q6NUJ1,37,1,36,28,10,27
Q6PF15,33,0,33,18,15,18
Q6PIU1,45,0,45,27,18,27
Q6ZRF7,11,0,11,8,3,8
Q6ZVL6,238,16,222,136,112,126
Q7L5A3,53,0,53,33,20,33
Q7Z3H0,34,0,34,21,13,21
Q7Z3K6,53,8,45,34,25,28
Q7Z4H4,12,0,12,6,6,6
Q86UP3,384,16,368,210,182,202
Q86US8,138,26,112,75,73,65
Q86UW1,20,0,20,16,4,16
Q86WS5,21,0,21,16,5,16
Q8N6M6,60,0,60,34,26,34
Q8N888,12,0,12,8,4,8
Q8NAE3,11,0,11,8,3,8
Q8NGY3,26,0,26,20,6,20
Q8NH04,25,0,25,20,5,20
Q8TEQ8,74,1,73,51,24,50
Q8WUY9,34,6,28,15,23,11
Q93045,17,7,10,8,14,3
Q969J2,46,5,41,27,18,28
Q96D03,21,1,20,14,8,13
Q96IZ5,33,2,31,15,16,17
Q96K21,42,12,30,20,26,16
Q96KK4,21,0,21,18,3,18
Q96KK5,2,0,2,1,1,1
Q96L14,27,0,27,7,20,7
Q96L21,11,2,9,7,6,5
Q96NE9,78,19,59,38,39,39
Q9BS40,8,1,7,6,3,5
Q9BY11,29,9,20,19,15,14
Q9BZL1,1,0,1,0,1,0
Q9C010,8,1,7,3,6,2
Q9C0K3,9,0,9,5,4,5
Q9H0C1,22,0,22,15,7,15
Q9H208,23,0,23,15,8,15
Q9H3Q3,21,1,20,13,9,12
Q9NP66,31,3,28,18,16,15
Q9NQZ3,50,0,50,29,21,29
Q9NR61,52,0,52,39,13,39
Q9NUB4,10,0,10,7,3,7
Q9NWT6,14,0,14,10,4,10
Q9UBY5,33,4,29,19,18,15
Q9UER7,125,40,85,63,64,61
Q9UKT6,45,0,45,31,14,31
Q9ULF5,56,7,49,37,18,38
Q9UM00,15,1,14,10,6,9
Q9UN36,43,14,29,24,25,18
Q9Y458,67,0,67,39,28,39
Q9Y4L5,28,0,28,15,13,15
Q9Y5P1,20,0,20,17,3,17
A0A075B6N2,12,0,12,10,2,10
A0A087WT03,7,0,7,4,3,4
A0A1B0GU71,4,0,4,1,3,1
A0A1W2PRP0,17,0,17,9,8,9
A0A2R8Y7Y5,45,0,45,29,16,29
A6NET4,16,0,16,14,2,14
A6NLX3,19,0,19,8,11,8
A8MWE9,12,0,12,7,5,7
O00584,11,0,11,6,5,6
