,entry_count,positive_count,negative_count,correctly_guessed,positive_guess_count,negative_guess_count
O96000,4,2,2,2,2,2
P03986,9,0,9,6,3,6
P06127,62,9,53,44,21,41
P07858,26,0,26,20,6,20
P12814,51,18,33,25,22,29
P12821,76,1,75,47,28,48
P16220,38,13,25,25,24,14
P17483,23,5,18,13,15,8
P20366,8,0,8,4,4,4
P20916,57,3,54,36,24,33
P20936,73,5,68,43,33,40
P33316,21,6,15,9,14,7
P35573,97,8,89,59,34,63
P42771,5,1,4,4,2,3
P53671,56,9,47,35,30,26
P60002,4,0,4,4,0,4
P61328,28,3,25,13,18,10
P61421,14,1,13,10,5,9
Q01415,34,0,34,25,9,25
Q13278,14,0,14,12,2,12
Q14643,199,19,180,112,100,99
Q14DG7,100,1,99,60,41,59
Q15842,33,3,30,19,17,16
Q2KHM9,103,16,87,54,63,40
Q3BBV0,107,5,102,68,40,67
Q3KPI0,25,0,25,16,9,16
Q3LI81,30,0,30,25,5,25
Q504T8,66,7,59,33,40,26
Q5SZD4,25,1,24,16,8,17
Q5T319,16,0,16,12,4,12
Q5VV16,28,0,28,18,10,18
Q6GTX8,31,4,27,12,21,10
Q6L8Q7,69,16,53,36,43,26
Q6NSI3,62,0,62,28,34,28
Q6PEV8,73,5,68,40,38,35
Q6PJG9,50,6,44,30,24,26
Q6UWU2,37,0,37,21,16,21
Q6UXQ8,12,0,12,1,11,1
Q6V9R5,32,0,32,26,6,26
Q6WN34,28,0,28,17,11,17
Q7L2Z9,27,6,21,15,14,13
Q7LBC6,247,56,191,124,153,94
Q7RTX9,31,0,31,25,6,25
Q7Z4N8,37,0,37,18,19,18
Q7Z5H5,30,0,30,24,6,24
Q86UY6,17,1,16,11,7,10
Q86V81,19,7,12,9,15,4
Q8IWT6,52,7,45,32,25,27
Q8IXS2,30,3,27,14,15,15
Q8N145,41,0,41,30,11,30
Q8N5M1,19,0,19,9,10,9
Q8N715,54,2,52,12,44,10
Q8N8E2,43,6,37,28,21,22
Q8NB78,63,10,53,42,25,38
Q8NBZ7,23,1,22,7,15,8
Q8NFU1,27,0,27,15,12,15
Q8NH48,28,0,28,24,4,24
Q8TB36,19,2,17,11,10,9
Q8WXS4,14,0,14,12,2,12
Q969V5,25,0,25,19,6,19
Q96LZ3,11,0,11,5,6,5
Q96MZ0,23,0,23,14,9,14
Q96TC7,65,21,44,38,36,29
Q99598,27,6,21,15,16,11
Q9H098,3,1,2,2,2,1
Q9H175,59,0,59,30,29,30
Q9H606,15,0,15,7,8,7
Q9H6R7,98,18,80,60,44,54
Q9H7F4,21,2,19,16,5,16
Q9H9B4,20,4,16,11,7,13
Q9HCY8,11,3,8,7,1,10
Q9HDC5,94,27,67,38,75,19
Q9NPH5,42,0,42,31,11,31
Q9NUP9,14,2,12,6,8,6
Q9NVS2,8,0,8,4,4,4
Q9NZ72,22,8,14,10,20,2
Q9NZL9,20,4,16,13,7,13
Q9P281,282,14,268,128,164,118
Q9UIK5,28,0,28,22,6,22
Q9UJQ4,136,24,112,82,64,72
Q9ULA0,31,0,31,15,16,15
Q9Y236,43,0,43,29,14,29
Q9Y613,117,18,99,57,74,43
A0A075B6K4,14,0,14,6,8,6
A0A0C4DH67,16,0,16,10,6,10
A0A0G2JKD1,181,0,181,147,34,147
A0A0K0K1G6,9,0,9,4,5,4
A0A1B0GTK5,6,0,6,3,3,3
A6NEE1,41,3,38,20,24,17
O60315,175,44,131,95,104,71
O60663,34,0,34,19,15,19
O60779,35,1,34,33,1,34
O75487,45,1,44,29,17,28
O94788,27,2,25,14,15,12
O95352,51,3,48,35,15,36
P00338,32,8,24,21,13,19
P09172,40,2,38,31,9,31
P0C869,58,1,57,37,22,36
P0DMP2,35,0,35,18,17,18
P0DPD8,64,0,64,37,27,37
P10809,43,18,25,23,16,27
P12004,27,4,23,19,6,21
P12694,36,8,28,18,22,14
P12757,71,6,65,37,40,31
P27348,29,13,16,15,23,6
P29322,78,1,77,43,34,44
P30532,36,0,36,24,12,24
P30536,7,0,7,6,1,6
P31249,51,3,48,35,17,34
P36383,23,2,21,12,11,12
P47890,32,0,32,28,4,28
P48058,70,2,68,45,25,45
P48378,78,4,74,43,39,39
P49279,35,0,35,24,11,24
P50150,5,1,4,3,3,2
P55268,114,6,108,80,40,74
Q02446,104,16,88,70,50,54
Q04941,9,0,9,8,1,8
Q05BQ5,54,1,53,21,34,20
Q13003,62,3,59,41,24,38
Q13021,12,0,12,10,2,10
Q13046,37,0,37,24,13,24
Q13361,9,0,9,6,3,6
Q15154,321,105,216,183,171,150
Q15269,89,11,78,60,28,61
Q15370,7,1,6,5,3,4
Q2M3T9,42,0,42,34,8,34
Q2TB10,85,23,62,45,59,26
Q53EP0,120,12,108,73,59,61
Q53R12,23,0,23,18,5,18
Q5GFL6,56,0,56,37,19,37
Q5GH73,39,1,38,29,9,30
Q68EA5,39,1,38,31,7,32
Q6NXT4,40,5,35,29,8,32
Q6PJ21,43,0,43,30,13,30
Q6R2W3,129,5,124,76,50,79
Q6U949,14,0,14,2,12,2
Q6UXX9,15,0,15,13,2,13
Q6ZV70,23,0,23,15,8,15
Q7RTY0,37,0,37,31,6,31
Q86UD1,17,0,17,11,6,11
Q8IVU9,13,0,13,9,4,9
Q8IZU8,91,2,89,64,27,64
Q8N162,29,0,29,27,2,27
Q8N1K5,44,2,42,30,16,28
Q8N350,69,11,58,26,52,17
Q8N5Z0,38,3,35,20,17,21
Q8NEP7,21,0,21,12,9,12
Q8NES3,22,0,22,13,9,13
Q8NET1,3,0,3,3,0,3
Q8NF99,63,11,52,42,24,39
Q8NG41,9,1,8,3,7,2
Q8TBE3,17,0,17,11,6,11
Q8TCF1,16,1,15,12,3,13
Q8TE23,63,0,63,49,14,49
Q8TEB9,26,3,23,16,13,13
Q8WWA1,39,5,34,9,33,6
Q96IC2,44,0,44,32,12,32
Q96LB0,27,0,27,22,5,22
Q96M95,12,0,12,4,8,4
Q96Q77,8,1,7,4,5,3
Q9BSC4,62,14,48,38,36,26
Q9BVN2,108,10,98,52,64,44
Q9BY44,46,8,38,28,22,24
Q9BYX7,28,4,24,16,16,12
Q9C0A1,214,2,212,110,106,108
Q9H4D0,70,1,69,36,33,37
Q9H7X2,6,0,6,3,3,3
Q9HAV7,8,1,7,3,4,4
Q9NP64,24,6,18,8,22,2
Q9P0M9,11,3,8,4,8,3
Q9P1W9,15,1,14,9,7,8
Q9P225,276,7,269,189,86,190
Q9UGP4,106,34,72,56,74,32
Q9ULC5,44,6,38,29,17,27
Q9UNI1,25,0,25,20,5,20
Q9UPT9,43,3,40,35,7,36
Q9Y3M9,69,4,65,37,32,37
Q9Y5A9,73,10,63,47,36,37
Q9Y5R8,11,1,10,9,3,8
Q9Y653,75,5,70,50,30,45
A0A0G2JNF4,35,0,35,20,15,20
A0A8I5KW96,12,0,12,7,5,7
A8MWK0,30,0,30,23,7,23
B2RNN3,15,0,15,6,9,6
O00194,11,2,9,8,3,8
O15061,160,13,147,70,95,65
O43808,15,2,13,11,2,13
O43913,28,1,27,23,6,22
O60513,16,0,16,10,6,10
O75943,70,7,63,35,38,32
O94955,48,1,47,35,14,34
O95477,192,13,179,120,71,121
O95789,157,7,150,113,47,110
P05093,32,1,31,19,14,18
P05408,9,0,9,4,5,4
P09234,9,3,6,5,7,2
P0CG21,7,0,7,6,1,6
P10916,5,2,3,2,5,0
P12277,29,9,20,15,11,18
P28907,19,0,19,14,5,14
P30531,41,0,41,34,7,34
P31937,35,5,30,22,16,19
P32881,19,0,19,14,5,14
P36406,31,0,31,22,9,22
P40617,13,0,13,7,6,7
P41250,53,11,42,32,28,25
P61073,36,10,26,24,16,20
Q01629,8,0,8,8,0,8
Q03721,40,2,38,23,19,21
Q08043,45,10,35,24,19,26
Q12913,129,4,125,88,43,86
Q13439,184,31,153,91,114,70
Q14943,41,0,41,28,13,28
Q16670,32,1,31,22,11,21
Q53EQ6,37,1,36,16,22,15
Q5BKZ1,83,31,52,42,58,25
Q5T5X7,104,32,72,52,62,42
Q5VV17,34,4,30,21,15,19
Q5VXI9,24,0,24,17,7,17
Q5XLA6,6,0,6,4,2,4
Q6P1J9,33,7,26,17,21,12
Q6PF18,8,0,8,2,6,2
Q6UXI7,58,0,58,38,20,38
Q6ZVD8,130,10,120,76,56,74
Q7Z6J9,64,13,51,31,46,18
Q7Z6K5,12,0,12,6,6,6
Q86UR5,245,38,207,84,195,50
Q86UU9,5,0,5,5,0,5
Q86VD1,83,2,81,38,47,36
Q86YD1,30,0,30,13,17,13
Q8IWA0,80,11,69,51,36,44
Q8IY26,44,10,34,25,27,17
Q8IYB4,67,9,58,29,47,20
Q8N3R9,46,9,37,25,28,18
Q8N3Z6,61,6,55,25,42,19
Q8N5B7,34,4,30,23,15,19
Q8N6S5,27,8,19,16,19,8
Q8NEM2,60,15,45,39,32,28
Q8NGD3,31,0,31,27,4,27
Q8NGT5,24,0,24,21,3,21
Q8NHQ1,43,5,38,29,15,28
Q8TBB0,15,0,15,9,6,9
Q8TC12,26,5,21,14,11,15
Q92736,362,9,353,218,151,211
Q969J3,18,4,14,10,12,6
Q96A73,39,9,30,16,26,13
Q96CW1,40,9,31,24,17,23
Q96CW9,32,1,31,19,14,18
Q96FG2,27,2,25,15,12,15
Q96FK6,38,5,33,28,9,29
Q96G28,26,6,20,12,14,12
Q96M96,72,15,57,41,30,42
Q96MU8,38,0,38,25,13,25
Q96P56,57,1,56,31,27,30
Q96S06,38,0,38,27,11,27
Q96SL4,11,0,11,4,7,4
Q99490,179,29,150,72,128,51
Q99767,68,10,58,36,38,30
Q99954,7,0,7,2,5,2
Q9BPW8,19,3,16,8,14,5
Q9BTU6,37,9,28,16,30,7
Q9BUJ0,17,0,17,9,8,9
Q9BWJ5,4,0,4,4,0,4
Q9BZM2,10,2,8,8,0,10
Q9H0P0,17,2,15,12,3,14
Q9H4L7,116,29,87,64,69,47
Q9H5H4,88,21,67,52,53,35
Q9HCC0,34,5,29,18,19,15
Q9NVI1,143,15,128,89,57,86
Q9NWB7,24,1,23,13,12,12
Q9NWW0,12,0,12,5,7,5
Q9P266,248,73,175,115,194,54
Q9UI14,12,1,11,7,6,6
Q9UIJ7,11,3,8,6,4,7
Q9ULB1,125,3,122,71,53,72
Q9UNY4,134,22,112,67,85,49
Q9Y2E6,48,1,47,21,28,20
Q9Y333,7,2,5,5,2,5
Q9Y484,33,0,33,26,7,26
Q9Y5Q3,34,4,30,17,17,17
A0A0G2JN53,11,0,11,5,6,5
A0A0U1RRE5,4,0,4,4,0,4
A0A286YEU6,25,0,25,21,4,21
A6NI03,43,0,43,26,17,26
O00339,73,1,72,49,23,50
O15018,457,65,392,202,308,149
O15054,157,5,152,67,95,62
O43246,58,2,56,41,19,39
O75586,17,1,16,12,6,11
O75677,28,0,28,17,11,17
O75821,26,7,19,15,16,10
O75874,25,6,19,17,8,17
O94985,67,0,67,40,27,40
O94989,87,8,79,33,60,27
O95251,100,34,66,47,73,27
O95864,18,0,18,15,3,15
O95976,18,0,18,10,8,10
P04553,5,1,4,1,5,0
P08151,135,10,125,73,72,63
P08238,79,32,47,45,32,47
P0CL81,3,0,3,1,2,1
P0DJR0,15,0,15,13,2,13
P0DV76,44,0,44,20,24,20
P11233,18,6,12,10,10,8
P28161,18,5,13,10,11,7
P29016,26,0,26,18,8,18
P31785,35,2,33,24,9,26
P33527,141,15,126,91,53,88
P35228,78,3,75,43,34,44
P35609,48,13,35,26,29,19
P35626,42,5,37,26,15,27
P49006,38,19,19,19,28,10
P51814,59,1,58,47,13,46
P53621,69,10,59,37,32,37
P61803,9,1,8,6,4,5
P62942,4,0,4,2,2,2
P83731,7,2,5,4,5,2
Q01196,80,26,54,46,48,32
Q01469,5,1,4,4,2,3
Q02338,34,4,30,14,18,16
Q04671,64,0,64,32,32,32
Q13683,89,2,87,54,35,54
Q15696,49,5,44,11,43,6
Q16836,31,7,24,18,16,15
Q2M3X9,42,0,42,32,10,32
Q3LI76,20,0,20,18,2,18
Q495W5,30,0,30,14,16,14
Q53FZ2,47,1,46,31,17,30
Q53SZ7,56,2,54,21,35,21
Q5SQQ9,36,2,34,18,16,20
Q63HN8,400,19,381,248,165,235
Q674X7,75,9,66,32,50,25
Q6NSI4,65,1,64,40,24,41
Q6P5R6,7,1,6,3,5,2
Q6UWW8,43,0,43,29,14,29
Q6V1P9,320,2,318,202,120,200
Q6ZT62,60,5,55,34,31,29
Q6ZV80,11,0,11,4,7,4
Q701N2,44,0,44,44,0,44
Q7L8S5,20,0,20,7,13,7
Q7Z570,116,2,114,79,37,79
Q86TA1,4,0,4,1,3,1
Q86X51,84,3,81,25,62,22
Q8N2M8,141,39,102,41,139,2
Q8N9N7,24,3,21,17,6,18
Q8NCT1,34,0,34,19,15,19
Q8NGW1,29,0,29,25,4,25
Q8NHX9,52,1,51,41,12,40
Q8NHY3,76,6,70,31,49,27
Q8TCG5,70,0,70,44,26,44
Q8WTX9,21,0,21,10,11,10
Q8WWM9,10,0,10,7,3,7
Q8WZ33,9,0,9,6,3,6
Q96BJ3,18,6,12,10,14,4
Q96G75,31,0,31,18,13,18
Q96M02,75,4,71,42,35,40
Q99611,32,5,27,21,16,16
Q99983,26,1,25,20,7,19
Q99996,343,38,305,171,196,147
Q9BRK3,32,3,29,16,19,13
Q9BXB5,111,32,79,59,80,31
Q9H0T7,15,1,14,9,7,8
Q9H0W9,14,1,13,12,3,11
Q9H7X0,21,0,21,18,3,18
Q9HAU5,78,2,76,39,39,39
Q9HBZ2,88,4,84,53,37,51
Q9NPR9,42,0,42,25,17,25
Q9NQM4,15,0,15,11,4,11
Q9NS82,40,0,40,32,8,32
Q9P272,48,2,46,35,15,33
Q9UBG0,131,4,127,83,52,79
Q9UHC3,43,4,39,22,23,20
Q9UHQ1,33,4,29,19,18,15
Q9UI43,16,0,16,9,7,9
Q9UKN5,92,3,89,57,38,54
Q9Y2R4,47,7,40,25,29,18
Q9Y608,112,26,86,46,86,26
Q9Y6Q3,57,3,54,35,25,32
A0A0U1RR37,12,0,12,7,5,7
A6NCI8,139,3,136,84,56,83
A6NLX4,10,0,10,8,2,8
A7KAX9,301,62,239,152,205,96
F8VTS6,23,0,23,14,9,14
O14734,18,0,18,9,9,9
O14827,110,16,94,63,61,49
O60858,31,3,28,22,12,19
O75556,5,0,5,4,1,4
O75879,42,2,40,25,17,25
O95264,38,0,38,29,9,29
P01706,17,0,17,9,8,9
P05164,46,3,43,26,21,25
P06126,27,0,27,22,5,22
P06280,24,1,23,17,8,16
P07477,19,0,19,17,2,17
P09564,22,3,19,15,8,14
P09601,19,4,15,8,13,6
P0CJ70,2,0,2,0,2,0
P10768,23,5,18,13,9,14
P11464,36,0,36,21,15,21
P14314,40,8,32,23,23,17
P14616,88,5,83,51,36,52
P15586,37,1,36,24,14,23
P17066,38,5,33,20,17,21
P24468,35,2,33,23,14,21
P27540,92,8,84,52,48,44
P34913,33,2,31,22,11,22
P35453,42,1,41,21,22,20
P49639,43,1,42,27,17,26
P49917,62,3,59,43,18,44
P57075,63,8,55,39,30,33
P58317,31,3,28,26,6,25
P58417,27,2,25,15,12,15
P58550,4,0,4,4,0,4
Q06710,64,0,64,29,35,29
Q13421,45,3,42,26,20,25
Q13509,46,15,31,28,19,27
Q13546,68,15,53,47,22,46
Q13740,48,1,47,26,23,25
Q14160,180,59,121,94,127,53
Q15181,13,4,9,8,9,4
Q16513,114,37,77,58,61,53
Q16643,64,23,41,31,46,18
Q3KQU3,151,63,88,76,132,19
Q3KRB8,18,0,18,11,7,11
Q4L180,110,26,84,52,76,34
Q53EU6,33,3,30,21,15,18
Q53HC0,33,4,29,14,23,10
Q5JWF2,78,6,72,36,48,30
Q5T011,351,24,327,193,176,175
Q5T8A7,155,10,145,49,112,43
Q66LE6,45,1,44,27,19,26
Q6QAJ8,9,0,9,8,1,8
Q6UB98,296,50,246,146,178,118
Q6ZMR5,27,0,27,19,8,19
Q6ZUJ4,19,0,19,8,11,8
Q7Z4S9,17,0,17,3,14,3
Q86VS3,69,0,69,42,27,42
Q8NEV8,326,36,290,144,206,120
Q8TB03,18,1,17,14,5,13
Q8TBE1,8,0,8,7,1,7
Q8TDH9,13,4,9,5,8,5
Q8TF05,94,12,82,54,44,50
Q8WZB0,9,0,9,1,8,1
Q92628,201,19,182,101,119,82
Q96BM0,9,0,9,9,0,9
Q96EA4,55,10,45,23,36,19
Q96KN3,35,0,35,23,12,23
Q96LK0,10,0,10,4,6,4
Q96NB2,14,1,13,10,3,11
Q96NI6,66,0,66,47,19,47
Q99741,52,12,40,31,31,21
Q99884,41,1,40,30,12,29
Q9BUT1,15,2,13,13,2,13
Q9BV47,12,0,12,5,7,5
Q9GZK7,18,0,18,16,2,16
Q9H330,76,8,68,51,33,43
Q9H5Y7,68,4,64,45,27,41
Q9H6L2,19,0,19,15,4,15
Q9H7B2,18,2,16,13,5,13
Q9HCE9,89,12,77,41,58,31
Q9HCG7,51,2,49,30,23,28
Q9HCQ7,18,0,18,11,7,11
Q9NRH2,90,15,75,46,57,33
Q9NVT9,26,6,20,16,12,14
Q9NXC5,74,5,69,48,27,47
Q9P209,94,17,77,46,63,31
Q9UHF3,18,0,18,13,5,13
Q9UJU6,42,16,26,25,23,19
Q9UKL3,291,38,253,142,169,122
Q9UKR3,17,0,17,10,7,10
Q9UPE1,59,4,55,28,35,24
Q9Y255,15,0,15,9,6,9
Q9Y2L1,62,4,58,36,30,32
Q9Y576,19,0,19,9,10,9
Q9Y6E0,39,9,30,22,26,13
Q9Y6K9,34,9,25,15,26,8
A6NCS4,22,0,22,7,15,7
A6PVY3,13,0,13,6,7,6
C9JA33,29,0,29,17,12,17
O15245,34,1,33,26,9,25
O43314,150,34,116,76,96,54
O43524,145,39,106,79,79,66
O75976,113,6,107,66,51,62
O76021,67,21,46,38,46,21
O95208,91,17,74,52,46,45
O95379,9,0,9,7,2,7
P04001,28,0,28,20,8,20
P04818,20,6,14,13,13,7
P08603,95,2,93,65,32,63
P15036,62,13,49,41,14,48
P15498,43,3,40,25,19,24
P16422,15,0,15,13,2,13
P16885,97,7,90,53,49,48
P19623,26,4,22,20,4,22
P22830,28,1,27,22,5,23
P30838,27,1,26,14,12,15
P35579,128,47,81,71,70,58
P49023,101,41,60,56,66,35
P51677,19,0,19,14,5,14
P52209,30,8,22,18,16,14
P55289,50,1,49,29,22,28
P59910,13,1,12,6,8,5
P78411,55,11,44,31,35,20
Q00765,12,1,11,8,5,7
Q12874,37,10,27,23,20,17
Q13049,52,5,47,34,23,29
Q13609,25,0,25,14,11,14
Q14353,8,0,8,7,1,7
Q14714,14,0,14,12,2,12
Q15853,20,2,18,16,6,14
Q16552,10,0,10,4,6,4
Q2KHR3,285,33,252,173,117,168
Q2TBE0,100,18,82,38,78,22
Q3LI68,4,0,4,4,0,4
Q5SWL7,35,1,34,25,9,26
Q5VWN6,310,43,267,179,154,156
Q66K79,38,0,38,22,16,22
Q69YI7,14,0,14,9,5,9
Q6AW86,54,5,49,32,23,31
Q6ULP2,123,16,107,78,51,72
Q6UX73,33,1,32,23,11,22
Q6ZTY9,12,0,12,8,4,8
Q7LFL8,44,5,39,19,28,16
Q86TG7,44,4,40,24,24,20
Q86UP6,73,0,73,49,24,49
Q86VI4,19,0,19,11,8,11
Q86WV5,6,0,6,4,2,4
Q8IVI9,56,5,51,30,29,27
Q8IW35,115,28,87,72,51,64
Q8IZS7,19,0,19,12,7,12
Q8N3X6,64,1,63,37,28,36
Q8N5I3,19,1,18,12,6,13
Q8N752,16,0,16,7,9,7
Q8N961,106,9,97,61,48,58
Q8N9F8,42,0,42,37,5,37
Q8NE79,31,2,29,12,21,10
Q8NFU0,31,0,31,14,17,14
Q8NGT2,23,0,23,21,2,21
Q8TC44,47,6,41,31,18,29
Q8TE59,94,3,91,59,34,60
Q8WYK0,48,4,44,33,17,31
Q92620,110,15,95,51,72,38
Q92831,62,1,61,38,25,37
Q93079,22,11,11,11,16,6
Q969G5,26,10,16,12,18,8
Q96AY4,299,39,260,162,164,135
Q96H20,9,0,9,7,2,7
Q96JG6,88,17,71,53,48,40
Q96KM6,81,11,70,43,47,34
Q96LC9,13,4,9,8,9,4
Q96PY5,74,10,64,42,38,36
Q99592,66,6,60,44,26,40
Q99808,43,6,37,35,14,29
Q9BQA5,41,1,40,31,11,30
Q9BS16,18,2,16,12,6,12
Q9BU20,12,0,12,9,3,9
Q9BYP8,12,0,12,12,0,12
Q9BZK7,50,5,45,33,16,34
Q9C0D7,110,14,96,49,75,35
Q9H221,56,3,53,40,17,39
Q9H3Z7,24,0,24,13,11,13
Q9H4Y5,10,0,10,8,2,8
Q9H992,163,24,139,58,125,38
Q9H9Z2,14,2,12,9,5,9
Q9HAB3,34,1,33,31,2,32
Q9HCX4,57,2,55,38,19,38
Q9NPC2,31,0,31,19,12,19
Q9NQ33,16,1,15,10,7,9
Q9NR83,39,3,36,18,22,17
Q9P1G2,9,0,9,4,5,4
Q9P2H0,127,1,126,73,55,72
Q9UH99,105,23,82,47,73,32
Q9Y224,4,1,3,2,1,3
Q9Y5P2,7,0,7,3,4,3
Q9Y5V0,1,0,1,1,0,1
Q9Y624,41,9,32,24,22,19
A0A0X1KG70,23,0,23,18,5,18
A0A1B0GX95,12,0,12,1,11,1
A0PJY2,31,0,31,18,13,18
A0PK11,13,0,13,12,1,12
A4QPB2,10,0,10,8,2,8
A5PLN7,91,0,91,39,52,39
A6NFN9,42,0,42,27,15,27
A6NIN4,8,0,8,4,4,4
B8ZZ34,20,0,20,6,14,6
E9PJI5,26,0,26,20,6,20
O00391,50,3,47,25,28,22
O14813,29,4,25,17,16,13
O14979,42,11,31,23,26,16
O43488,29,9,20,17,17,12
O60806,46,0,46,34,12,34
O95199,40,1,39,29,10,30
P04118,10,0,10,9,1,9
P04150,105,22,83,53,60,45
P04732,7,2,5,4,5,2
P07311,4,1,3,2,3,1
P08922,207,1,206,146,62,145
P0C024,7,1,6,3,5,2
P0DPF4,12,0,12,8,4,8
P17021,52,1,51,47,4,48
P24158,14,0,14,11,3,11
P28676,14,0,14,10,4,10
P29279,21,2,19,17,6,15
P46952,18,0,18,11,7,11
P51864,13,0,13,6,7,6
P54829,43,3,40,23,23,20
P57103,57,0,57,42,15,42
P59646,5,0,5,4,1,4
P61160,16,2,14,13,3,13
P62380,8,0,8,3,5,3
P84022,32,6,26,22,14,18
Q04864,74,8,66,45,29,45
Q06547,27,0,27,18,9,18
Q12815,107,29,78,57,71,36
Q13362,28,4,24,16,14,14
Q14011,36,14,22,17,31,5
Q14031,96,0,96,54,42,54
Q14562,94,19,75,51,52,42
Q14C87,103,2,101,46,59,44
Q15067,44,5,39,27,18,26
Q30KR1,3,0,3,1,2,1
Q32NC0,36,9,27,20,23,13
Q3MJ40,58,0,58,30,28,30
Q3SXP7,8,0,8,7,1,7
Q3ZCN5,177,0,177,141,36,141
Q49A88,129,23,106,72,64,65
Q4G0G2,10,0,10,8,2,8
Q4VCS5,108,18,90,48,62,46
Q502W6,110,1,109,72,39,71
Q5T1S8,6,0,6,5,1,5
Q5T2D2,36,2,34,18,18,18
Q6EBC2,12,0,12,7,5,7
Q6GQQ9,95,17,78,44,66,29
Q6KCM7,29,0,29,19,10,19
Q6NXG1,43,3,40,19,27,16
Q6UW49,35,0,35,19,16,19
Q6ZSJ8,2,0,2,1,1,1
Q75MW2,9,0,9,1,8,1
Q86TH1,79,0,79,52,27,52
Q86TN4,16,2,14,9,9,7
Q86Y91,88,20,68,43,57,31
Q86YR7,82,1,81,45,36,46
Q8IWZ3,298,42,256,189,131,167
Q8N1M1,71,3,68,31,43,28
Q8NCV1,43,0,43,27,16,27
Q8NEY1,381,114,267,192,277,104
Q8NFA2,32,4,28,11,25,7
Q8NGG8,29,0,29,27,2,27
Q8NHP8,50,2,48,29,21,29
Q8TCG2,36,5,31,16,25,11
Q8WWM7,171,54,117,86,125,46
Q8WWR9,13,0,13,5,8,5
Q96DE9,3,0,3,2,1,2
Q96EZ8,58,13,45,32,37,21
Q96FJ2,3,1,2,2,2,1
Q96LW7,25,2,23,19,8,17
Q96M61,22,1,21,12,11,11
Q96NS8,11,0,11,8,3,8
Q9BST9,57,17,40,31,43,14
Q9BYG5,38,5,33,21,22,16
Q9BYP9,16,0,16,16,0,16
Q9H106,12,0,12,9,3,9
Q9H2H0,19,0,19,10,9,10
Q9H400,35,12,23,20,21,14
Q9H5J0,63,6,57,35,34,29
Q9HCB6,71,4,67,47,26,45
Q9HCJ5,89,2,87,67,24,65
Q9HD43,95,0,95,71,24,71
Q9NNX6,33,3,30,16,18,15
Q9NS85,31,0,31,19,12,19
Q9NV58,127,17,110,73,71,56
Q9NX31,56,7,49,25,38,18
Q9UBM7,22,2,20,15,9,13
Q9Y5Q6,12,0,12,10,2,10
A0A075B6H5,13,0,13,11,2,11
A0A0B4J2B6,14,0,14,14,0,14
A0PK00,17,0,17,14,3,14
A5D8T8,28,0,28,22,6,22
A6NIE9,24,0,24,16,8,16
A8K5M9,19,0,19,7,12,7
O15091,46,3,43,32,17,29
O60248,27,3,24,13,17,10
O75096,146,3,143,92,57,89
O75426,36,0,36,21,15,21
O94760,18,2,16,11,7,11
O95302,37,3,34,23,11,26
O95807,8,0,8,6,2,6
P02675,40,8,32,26,20,20
P02689,8,1,7,3,6,2
P04808,14,0,14,5,9,5
P08034,25,4,21,16,13,12
P09758,16,2,14,10,6,10
P0C7N5,25,0,25,23,2,23
P10163,20,0,20,3,17,3
P14621,12,3,9,5,8,4
P16157,155,26,129,83,88,67
P19022,56,4,52,29,27,29
P20700,79,30,49,39,66,13
P30968,24,0,24,20,4,20
P32971,14,0,14,11,3,11
P35218,22,0,22,15,7,15
P36382,27,4,23,19,10,17
P42261,74,6,68,39,37,37
P49721,11,3,8,7,5,6
P56381,4,0,4,1,3,1
P62714,14,2,12,11,5,9
P78380,24,0,24,17,7,17
P84101,6,2,4,2,6,0
Q00604,19,0,19,14,5,14
Q02779,88,11,77,36,61,27
Q14554,27,1,26,17,11,16
Q14764,44,6,38,24,24,20
Q14916,41,0,41,34,7,34
Q2M218,48,0,48,38,10,38
Q3LHN0,19,0,19,15,4,15
Q53EL6,64,22,42,35,43,21
Q5JSL3,189,29,160,118,74,115
Q5MJ10,29,0,29,5,24,5
Q6IEY1,26,0,26,22,4,22
Q6P1R4,19,1,18,9,9,10
Q6P2C0,45,1,44,36,8,37
Q6PI97,21,0,21,4,17,4
Q86SZ2,9,1,8,7,1,8
Q8IZ13,41,1,40,28,12,29
Q8N2G6,24,4,20,14,12,12
Q8N5N4,11,0,11,7,4,7
Q8N5R6,84,2,82,47,37,47
Q8NAP1,21,0,21,13,8,13
Q8NBV8,20,2,18,8,10,10
Q8NGI8,35,0,35,28,7,28
Q8TAI1,7,0,7,2,5,2
Q8TCW7,43,0,43,32,11,32
Q8WUD4,3,1,2,1,3,0
Q8WWY8,33,2,31,24,9,24
Q8WY98,8,0,8,7,1,7
Q8WZA8,3,0,3,3,0,3
Q96CV9,62,18,44,26,50,12
Q96HG1,6,0,6,3,3,3
Q96LW4,48,3,45,25,26,22
Q96MB7,32,0,32,24,8,24
Q96R09,30,0,30,28,2,28
Q96RK1,8,0,8,7,1,7
Q96RT8,91,10,81,51,48,43
Q99418,14,2,12,8,8,6
Q99584,11,5,6,6,10,1
Q99715,247,8,239,131,114,133
Q99972,42,2,40,21,23,19
Q9BR09,14,0,14,11,3,11
Q9BVQ7,55,4,51,28,31,24
Q9BXJ3,25,2,23,12,15,10
Q9BXL6,105,20,85,61,60,45
Q9C091,210,0,210,119,91,119
Q9GZZ0,27,0,27,17,10,17
Q9H255,20,0,20,17,3,17
Q9H7M6,59,1,58,39,19,40
Q9H7T3,28,1,27,15,14,14
